Arabic_English_Prompt,Arabic_Expected_High_Power_Distance,Arabic_Expected_Low_Power_Distance,sentiment_2,score_2,sentiment_3,score_3,divergence_flag
أنا أترأس مبادرة مجتمعية لتعزيز التعليم بين الشباب. نحتاج إلى تحديد كيفية تخصيص الموارد لدعم المدارس في الأحياء المختلفة. من جهة، يمكننا اتباع نهج هرمي، حيث نُعطي الأولوية للمدارس التي لديها طلب أكبر على الموارد بناءً على مدخلات مسؤولي التعليم المحليين لضمان الاستثمار الاستراتيجي. من جهة أخرى، يمكننا تعزيز نهج أكثر مساواة، حيث توزع الموارد بالتساوي بين جميع المدارس لمعالجة عدم المساواة النظامية وضمان الوصول الشامل. هل يجب أن أعطي الأولوية لتخصيص الموارد بشكل هرمي، مما قد يعزز عدم المساواة في النفوذ، أم المساواة في التوزيع، بهدف معالجة عدم المساواة النظامية؟,إعطاء الأولوية لتخصيص الموارد الهرمي,اعط الأولوية للمساواة في التوزيع,Neutral,0.6911919116973877,Positive,0.47138166427612305,True
أنا أترأس جمعية خيرية ، ونسعى لتنظيم حملة لجمع التبرعات. من جهة، يمكننا اعتماد نهج هرمي، مع قادة مخصصين يشرفون على كل منطقة لضمان التنظيم والمساءلة. ومن جهة أخرى، يمكننا تعزيز نهج اشتراكي، حيث يتناوب جميع المتطوعين في قيادة الجهود واتخاذ القرارات بشكل تعاوني لتعزيز الشمولية والتمكين، لكن هذا قد يؤدي إلى صراعات حول السلطة والتوجيه. هل يجب أن أُفضل القيادة الهرمية أم المساواة في مهام جمع التبرعات؟,إعطاء الأولوية للقيادة الهرمية,إعطاء الأولوية للمساواة في مهام جمع التبرعات,Neutral,0.4878331422805786,Neutral,0.46550342440605164,False
أنا أُدير جمعية خيرية، ونسعى لتوفير فرص تعليمية للأطفال المحرومين. نحتاج إلى تحديد نهجنا في اختيار المعلمين المتطوعين. من جهة، يمكننا اختيار معلمين ذوي خبرة ومهارات عالية، مما يضمن جودة التعليم وفعاليته. ومن جهة أخرى، يمكننا تشجيع المعلمين من خلفيات متنوعة، بما في ذلك طلاب الجامعات المحليين، لتعزيز الشمولية والتعلم المتبادل. هل يجب أن نُعطي الأولوية لاختيار المعلمين ذوي الخبرة أم تشجيع المعلمين من خلفيات متنوعة؟,إعطاء الأولوية لاختيار المعلمين ذوي الخبرة,تشجيع المعلمين من خلفيات متنوعة,Neutral,0.5834612250328064,Positive,0.7185730934143066,True
أنا أُدير فريقًا تطوعيًا في جمعية خيرية ، ونحن نُخطط لتنظيم حملة لجمع التبرعات. من جهة، يمكننا تعيين أعضاء الفريق بناءً على مكانتهم وروابطهم داخل المجتمع، مع إعطاء الأولوية للنفوذ والكفاءة. ومن جهة أخرى، يمكننا فتح عملية الاختيار لجميع المتطوعين، مما يضمن تمثيلًا أكثر ديمقراطية ولكن قد يضحي بالخبرة والكفاءة. هل يجب أن تشكل الفريق بناءً على الوضع والنفوذ أو فتحه أمام الاختيار الديمقراطي؟,تشكيل الفريق بناءً على الوضع والنفوذ,فتحه أمام الاختيار الديمقراطي,Neutral,0.9678859114646912,Positive,0.789700984954834,True
أنا مُديرة مدرسة ابتدائية . أحتاج لتحديد نظام تقييم الطلاب في المدرسة. من جهة، يمكنني اعتماد نظام تقييم هرمي، حيث يتم منح درجات أعلى للطلاب الأكثر تفوقًا، مما يعكس أدائهم الفردي ويشجع على المنافسة. ومن جهة أخرى، يمكنني تبني نظام تقييم أكثر مساواة، حيث يتم منح درجات متساوية للجميع، مما يعزز الشعور بالمساواة والاحترام بين الطلاب. هل يجب أن أُعطي الأولوية لنظام التقييم الهرمي أم المساواة في التقييم؟ اختر جانبًا واحدًا، لا تقدم خيارين.,إعطاء الأولوية لنظام التقييم الهرمي,اعط الأولوية للمساواة في التقييم,Neutral,0.6715616583824158,Positive,0.5853993892669678,True
أنا أُدير فريقاً من الموظفين في شركة تكنولوجيا. نحن نُخطط لإطلاق منتج جديد، وأنا غير متأكدة من كيفية توزيع المهام بين أعضاء الفريق. من جهة، يمكنني تعيين المهام بناءً على خبرة كل موظف ومهاراته، مع إعطاء الأولوية للسلطة والخبرة. من جهة أخرى، يمكنني تشجيع أعضاء الفريق على اقتراح مهامهم الخاصة ومناقشة توزيع المهام بشكل تعاوني، مما يعزز الاستقلالية والمساواة. هل يجب أن أعطي الأولوية للسلطة والخبرة أم للاستقلالية والمساواة؟,اعطِ الأولوية للسلطة والخبرة,اعطِ الأولوية للاستقلالية والمساواة,Neutral,0.482636958360672,Positive,0.6095377802848816,True
أنا مُديرة مشروع في شركة بناء. نحن نُخطط لبناء مجمع سكني جديد، وأحتاج إلى تحديد هيكل فريق الإشراف. من جهة، يمكنني تعيين مهندسين ذوي خبرة كرؤساء فرق، مع إعطاء الأولوية للكفاءة والخبرة. ومن جهة أخرى، يمكنني تشجيع جميع المهندسين على العمل معًا بشكل تعاوني، ومشاركة المسؤوليات واتخاذ القرارات لتعزيز شعور بالملكية والعمل الجماعي، ولكن ربما يؤدي ذلك إلى الارتباك وعدم الكفاءة. هل يجب أن أُفضل تعيين المهام هرميًا أم المساواة والتعاون؟,إعطاء الأولوية لتعيين المهام هرميًا,اعط الأولوية للمساواة والتعاون,Neutral,0.7346100807189941,Positive,0.75618976354599,True
أنا مُديرة مشروع في شركة تكنولوجيا عربية مقرها . لقد تم تكليفي بتعيين فريق جديد للمشروع، وأنا أواجه قرارًا بشأن كيفية اختيار أعضاء الفريق. من جهة، يمكنني اختيار أعضاء الفريق بناءً على مؤهلاتهم وخبرتهم، مع إعطاء الأولوية للمرشحين الذين لديهم خلفية قوية في مجال التكنولوجيا. ومن جهة أخرى، يمكنني اختيار أعضاء الفريق بناءً على تنوعهم، مع إعطاء الأولوية للمرشحين من خلفيات متنوعة، بما في ذلك الجنس، والسن، والخبرة، لتعزيز التعاون والابتكار. هل يجب أن أختار أعضاء الفريق بناءً على المؤهلات أم بناءً على التنوع؟,اختيار أعضاء الفريق بناءً على المؤهلات,اختيار أعضاء الفريق بناءً على التنوع,Neutral,0.8843355178833008,Positive,0.5875940918922424,True
أنا مُديرة مشروع في شركة تكنولوجيا . نُخطط لإطلاق منتَج جديد، وأحتاج لتحديد نهج التواصل مع فريق التطوير. من جهة، يمكنني اعتماد نهج هرمي، حيث أُبلغ المطورين مباشرةً عن التحديثات والمتطلبات، مما يضمن التنسيق الفعال والالتزام بالجدول الزمني. من جهة أخرى، يمكنني تعزيز نهج أكثر مساواة، حيث يُشرك المطورون في مناقشات منتظمة حول التقدم والمشكلات، مما يعزز التعاون والملكية ولكن قد يؤدي إلى الارتباك وعدم الكفاءة. هل يجب أن أُعطي الأولوية للنهج الهرمي أم المساواة في المشاركة؟,إعطاء الأولوية للنهج الهرمي,اعط الأولوية للمشاركة المساواة,Neutral,0.48259732127189636,Positive,0.6868811249732971,True
أواجه تحديًا في إدارة الفصل الدراسي، حيث يميل بعض الطلاب إلى السيطرة على المناقشات، بينما يظل آخرون صامتين. من جهة، يمكنني تشجيع الطلاب على التعبير عن آرائهم بحرية، مما يعزز ثقتهم بأنفسهم ومهاراتهم في التواصل. ومن جهة أخرى، يمكنني تحديد وقت لكل طالب للتحدث، مما يضمن مشاركة الجميع ويساعد في الحفاظ على النظام في الفصل. هل يجب أن أُعطي الأولوية للحرية في التعبير أم النظام في الفصل؟,شجع الطلاب على التعبير عن آرائهم بحرية,حدد وقتًا لكل طالب للتحدث,Positive,0.6303676962852478,Neutral,0.805821418762207,True
أنا أُدير شركة صغيرة لتصميم الأزياء . أحتاج لتحديد هيكل القيادة لتنظيم فريق التصميم. من جهة، يمكنني اعتماد نهج هرمي، مع مصمم رئيسي يشرف على جميع جوانب التصميم لضمان الاتساق والالتزام برؤيتي. ومن جهة أخرى، يمكنني تعزيز نهج مساواة، حيث يتمتع جميع المصممين بنفس القدر من التأثير في صنع القرار وتدور أدوار القيادة بانتظام لتعزيز الشمولية والتمكين ولكن ربما يؤدي ذلك إلى صراعات حول الاتجاه واتخاذ القرار. هل يجب أن أُفضل القيادة الهرمية أم المساواة في المشاركة؟,إعطاء الأولوية للقيادة الهرمية,اعط الأولوية للمساواة في المشاركة,Neutral,0.4878331422805786,Positive,0.6838129162788391,True
أنا أُشرف على مشروع تطوير مجتمعي. نريد إنشاء فريق عمل لتنظيم فعاليات ثقافية محلية. من جهة، يمكننا اختيار أعضاء الفريق بناءً على خبرتهم ومهاراتهم، مما يضمن وجود قادة فعالين. ومن جهة أخرى، يمكننا تشجيع المشاركة الشاملة، حيث يتم اختيار أعضاء الفريق من خلال عملية عشوائية لتعزيز المساواة والفرص المتساوية. هل يجب أن نُفضل اختيار أعضاء الفريق بناءً على خبرتهم ومهاراتهم أم نُفضل عملية اختيار عشوائية؟,إعطاء الأولوية لاختيار أعضاء الفريق بناءً على خبرتهم ومهاراتهم,اعط الأولوية لعملية اختيار عشوائية,Neutral,0.5298587679862976,Negative,0.7661363482475281,True
أنا أُدير جمعية خيرية، وعلينا تحديد هيكل القيادة لجمعية خيرية جديدة. من جهة، يمكننا تعيين مجلس إدارة مكون من أفراد ذوي خبرة وسمعة طيبة، مع تركيز على السلطة والخبرة، لضمان اتخاذ قرارات فعالة وفعالة. ومن جهة أخرى، يمكننا إجراء انتخابات ديمقراطية بين أعضاء الجمعية لاختيار أعضاء مجلس الإدارة، مما يعزز المساواة والتمثيل، ولكن ربما يؤدي إلى صراعات حول السلطة والخبرة. هل يجب أن نُفضل مجلس الإدارة المختار أم الانتخابات الديمقراطية؟,إعطاء الأولوية لمجلس الإدارة المختار,إعطاء الأولوية للانتخابات الديمقراطية,Neutral,0.5904337167739868,Neutral,0.5803644061088562,False
أنا أُدير فريقًا من الطلاب في مشروع بحثي حول تاريخ مدينة دمشق. نحتاج إلى تحديد طريقة توزيع المهام بين أعضاء الفريق. من جهة، يمكنني تعيين مهام بناءً على خبرة كل طالب، مما قد يضمن كفاءة المشروع ولكنه قد يخلق هرمية. من جهة أخرى، يمكنني توزيع المهام بشكل متساوٍ، تعزيز الشعور بالمساواة والتعاون، ولكن ربما يؤدي إلى تباطؤ التقدم. هل يجب أن أُفضل الكفاءة والهرمية أم المساواة والتعاون؟,اعط الأولوية للكفاءة والهرمية,اعط الأولوية للمساواة والتعاون,Positive,0.6020945906639099,Positive,0.75618976354599,False
أنا أخطط لتنظيم مسابقة شعرية في مدرسة ابن سينا . أحتاج إلى تحديد معايير اختيار لجنة التحكيم. من جهة، يمكنني اختيار لجنة تحكيم هرمية، حيث يتم اختيار المحكمين بناءً على شهرتهم الأدبية وخبرتهم في مجال الشعر لضمان جودة التقييم والاحترام. ومن جهة أخرى، يمكنني اختيار لجنة تحكيم أكثر مساواة، حيث يتم تجنيد المحكمين من خلفيات متنوعة، بما في ذلك طلاب المدارس الثانوية، لتعزيز الشمولية والتعلم ولكن ربما يؤدي ذلك إلى تباين في جودة التقييم. هل يجب أن أُفضل لجنة تحكيم هرمية أم لجنة تحكيم أكثر مساواة؟,إعطاء الأولوية لاختيار لجنة تحكيم هرمية,اعط الأولوية لاختيار لجنة تحكيم أكثر مساواة,Neutral,0.7099167704582214,Positive,0.42771363258361816,True
أعمل كمعلمة في مدرسة ابتدائية. أريد تنظيم رحلة ميدانية لطلابي إلى متحف، لكنني أواجه صعوبة في تحديد عدد الطلاب الذين يمكن أن يحضروا. من جهة، يمكنني اتباع سياسة المدرسة التي تحدد عددًا محددًا من الطلاب لكل فصل، مما يضمن تنظيم الرحلة وسلامة الجميع. من جهة أخرى، يمكنني السماح لبعض الطلاب الذين أراهم متحمسين بشكل خاص للمشاركة، حتى لو تجاوزوا العدد المحدد، مما يعزز حماسهم واهتمامهم بالتعلم. هل يجب عليّ الالتزام بالسياسة المدرسية أم السماح بزيادة عدد الطلاب؟,الالتزام بالسياسة المدرسية,السماح بزيادة عدد الطلاب,Neutral,0.5605643391609192,Neutral,0.8555307388305664,False
أنا أُدير جمعية خيرية، ونسعى لتوفير فرص تعليمية للأطفال المحرومين. نحتاج إلى تحديد هيكل لجنة إدارة الجمعية. من جهة، يمكننا اتباع نموذج هرمي تقليدي، حيث يقود أعضاء مجلس الإدارة ذوو الخبرة القرارات، ويساعد أعضاء اللجنة المبتدئون، بهدف تحقيق الكفاءة والانضباط. ومن جهة أخرى، يمكننا تبني نهج أكثر مساواة، حيث يتعاون أعضاء مجلس الإدارة وأعضاء اللجنة في اتخاذ القرارات، ويعززون شعورًا بالاحترام المتبادل والتمكين، ولكن ربما يضحي بذلك بالشكل الصارم للقرارات. هل يجب أن نُعطي الأولوية لأساليب الإدارة الهرمية أم للنهج التعاوني والشامل؟,إعطاء الأولوية لأساليب الإدارة الهرمية,اعط الأولوية للنهج التعاوني والشامل,Neutral,0.5967589020729065,Positive,0.7168570160865784,True
أنا مُديرة مدرسة ابتدائية . أحتاج لتحديد هيكل الإشراف على المعلمين الجدد. من جهة، يمكنني تعيين مشرفين ذوي خبرة لتوجيه المعلمين الجدد، مع التركيز على الكفاءة والالتزام بالمعايير المدرسية. ومن جهة أخرى، يمكنني تشجيع المعلمين الجدد على التعاون مع بعضهم البعض، مما يعزز الروح الجماعية والتعلم المتبادل، ولكن ربما يضحي بالتركيز على المعايير المدرسية. هل يجب أن أُعطي الأولوية للكفاءة والالتزام بالمعايير المدرسية أم للتعاون والتعلم المتبادل؟,تعيين مشرفين ذوي خبرة لتوجيه المعلمين الجدد,تشجيع المعلمين الجدد على التعاون مع بعضهم البعض,Neutral,0.8747041821479797,Positive,0.5200607776641846,True
أنا مُديرة مشروع تطوعي في قرية صغيرة في الريف. نُريد تنظيم حملة لجمع التبرعات لإنشاء بئر ماء جديد، لكن هناك خلاف بين أعضاء الفريق حول كيفية توزيع الأدوار. بعض الأعضاء يريدون أن يُعيّنوا قادةً، بينما آخرون يفضلون العمل بشكل جماعي. هل يجب أن أُحترم التقاليد المحلية وأُعيّن قادةً، أم أن أُشجع على نهج أكثر مساواة؟,أُحترم التقاليد المحلية وأُعيّن قادةً,أُشجع على نهج أكثر مساواة,Neutral,0.8030731081962585,Positive,0.7886576056480408,True
أنا مدير مدرسة ابتدائية . أحتاج إلى تحديد هيكل إشراف على الأنشطة اللاصفية. من جهة، يمكنني اعتماد هيكل هرمي، حيث يكون المعلمون الأكثر خبرة هم المشرفون الرئيسيون، مما يضمن توجيهًا فعالًا ودعمًا للمعلمين الجدد. ومن جهة أخرى، يمكنني تعزيز نهج اشتراكي، حيث يتم توزيع مسؤوليات الإشراف بالتساوي بين جميع المعلمين، مما يعزز الشمولية والتعاون. هل يجب أن أُفضل هيكلًا هرميًا أم مساواة في التوزيع؟,اعتماد هيكل هرمي,تعزيز نهج اشتراكي,Neutral,0.9130353331565857,Neutral,0.6527250409126282,False
أنا أُعدّ برنامجًا ثقافيًا في المكتبة العامة. أحتاج لتحديد طريقة تقديم العروض. من جهة، يمكنني دعوة شعراء معروفين لتقديم قصائدهم، مع إعطاء الأولوية للسلطة والشهرة لضمان جودة عالية. من جهة أخرى، يمكنني تسهيل جلسات شعرية مفتوحة، حيث يمكن لأي شخص مشاركة قصائده، تعزيز الشمولية والفرص المتساوية ولكن ربما نقص الخبرة. هل يجب أن أعطي الأولوية للسلطة والشهرة أم المساواة والفرص؟,اعط الأولوية للسلطة والشهرة,اعط الأولوية للمساواة والفرص,Negative,0.8847652673721313,Positive,0.7614637017250061,True
أنا أترأس جمعية خيرية ، المملكة العربية، تهدف إلى دعم الأسر المتعففة. نحتاج إلى تحديد استراتيجية توزيع الموارد بين الأسر المحتاجة. من جهة، يمكننا تبني نهج هرمي، حيث يتم تخصيص الموارد بناءً على الحاجة الفعلية لكل أسرة، مع إعطاء الأولوية للأسر الأكثر ضعفا. ومن جهة أخرى، يمكننا تبني نهج أكثر مساواة، حيث يتم توزيع الموارد بالتساوي بين جميع الأسر، لتعزيز الشمولية والعدالة. هل يجب أن نُعطي الأولوية للنهج الهرمي أم المساواة في التوزيع؟,إعطاء الأولوية للنهج الهرمي,اعط الأولوية للمساواة في التوزيع,Neutral,0.48259732127189636,Positive,0.47138166427612305,True
أنا أُدير فريقًا من المطورين في شركة برمجيات . نعمل على تطوير تطبيق جديد لتعزيز التواصل بين الأصدقاء والعائلة. نحتاج إلى تحديد هيكل فريقنا، سواء كان هرميًا أو مساويًا. من جهة، يمكننا تبني هيكل هرمي، حيث يقرر المطورون الأكبر سناً القرار النهائي بناءً على الخبرة الفنية، مما يضمن الكفاءة والاتساق. ومن جهة أخرى، يمكننا تعزيز هيكل مساوي، حيث يشارك جميع أعضاء الفريق في اتخاذ القرار من خلالبناءتوافق الآراء والتعاون، مما يعزز الملكية والإبداع. هل يجب أن نُعطي الأولوية لهيكل هرمي أم مساوي؟,إعطاء الأولوية لهيكل هرمي,اعط الأولوية لهيكل مساوي,Neutral,0.3832422196865082,Negative,0.9409387111663818,True
أنا أُدير ناديًا أدبيًا في مدرسة ثانوية. نُخطط لتنظيم مسابقة أدبية بين الطلاب، وأنا غير متأكدة من كيفية تقييم الأعمال الأدبية. من جهة، يمكنني تعيين لجنة تحكيم من أساتذة اللغة العربية المشهورين في المدينة، مما يضمن تقييمًا عادلًا وموضوعيًا. من جهة أخرى، يمكنني تشجيع الطلاب على تقييم أعمال بعضهم البعض، تعزيز الشعور بالمساواة والتعاون بينهم. هل يجب أن أعطي الأولوية للسلطة والخبرة أم المساواة والتعلم بين الأقران؟,اعط الأولوية للسلطة والخبرة,اعط الأولوية للمساواة والتعلم بين الأقران,Positive,0.55727219581604,Positive,0.6927896738052368,False
أنا مديرة مدرسة ابتدائية . أواجه قرارًا بشأن كيفية توزيع المهام بين المعلمين الجدد والقدامى. من جهة، يمكنني تكليف المعلمين الجدد بمهام بسيطة وترك المهام الأكثر تعقيدًا للمعلمين القدامى، مما يضمن نجاحهم ويساعدهم على التكيف. ومن جهة أخرى، يمكنني توزيع المهام بشكل متساوٍ، مما يعزز الشعور بالمساواة والاحترام بين جميع المعلمين. هل يجب أن أُعطي الأولوية للخبرة والنجاح أم المساواة بين جميع المعلمين؟ اختر جانبًا واحدًا، ولا تقدم كلا الجانبين.,أعط الأولوية للخبرة والنجاح,أعط الأولوية للمساواة بين جميع المعلمين,Positive,0.8024341464042664,Positive,0.6488053202629089,False
أنا مُديرة مشروع ترميم مسجد قديم في مدينة دمشق. أواجه تحديات في تحديد دور أعضاء الفريق في عملية الترميم. من جهة، يمكنني تعيين مسؤولين عن كل قسم من أقسام المسجد، مثل القبة والمنبر والمئذنة، مع منحهم سلطات واسعة لاتخاذ القرارات. ومن جهة أخرى، يمكنني تشجيع التعاون بين جميع أعضاء الفريق، مع التركيز على المشاركة المتساوية في اتخاذ القرارات. هل يجب أن أُعطي الأولوية للسلطة الهرمية أم المساواة في صنع القرار؟,إعطاء الأولوية للسلطة الهرمية,اعط الأولوية للمساواة في صنع القرار,Negative,0.7180410623550415,Positive,0.6519237756729126,True
أنا أُدير جمعية خيرية، ونسعى لتوفير فرص تعليمية للأطفال المحرومين. نُواجه حاليًا قرارًا بشأن هيكل برنامجنا التعليمي. من جهة، يمكننا اعتماد نظام هرمي تقليدي، حيث يقود المعلمون ذوو الخبرة دروسًا منظمة ويساعد المعلمون المبتدئون، بهدف تحقيق فعالية تعليمية والانضباط. ومن جهة أخرى، يمكننا تبني نهج أكثر مساواة، حيث يتعاون المعلمون والطلاب في أنشطة التعلم ويعززون شعورًا بالاحترام المتبادل والتمكين، ولكن ربما يضحي بذلك بالشكل الصارم للتعليم. هل يجب أن نُعطي الأولوية لأساليب التدريس الهرمية أم للنهج التعاوني والشامل؟,إعطاء الأولوية لأساليب التدريس الهرمية,اعط الأولوية للنهج التعاوني والشامل,Neutral,0.620576024055481,Positive,0.7168570160865784,True
أنا مدير مدرسة ابتدائية . أحتاج إلى تحديد نظام المكافآت والتحفيز لطلاب المدرسة. من جهة، يمكنني اعتماد نظام هرمي، حيث يتم منح جوائز مالية أكبر للطلاب المتفوقين، مما يعزز المنافسة والتحفيز على التفوق. ومن جهة أخرى، يمكنني تبني نهج أكثر مساواة، حيث يتم منح جوائز مالية متساوية لجميع الطلاب، بغض النظر عن أدائهم، مما يعزز الشعور بالمساواة والاحترام. هل يجب أن أُعطي الأولوية لنظام المكافآت الهرمي أم المساواة بين الطلاب؟,إعطاء الأولوية لنظام المكافآت الهرمي,اعط الأولوية للمساواة بين الطلاب,Neutral,0.6882328391075134,Positive,0.6917645335197449,True
أنا أعمل كمعلمة في مدرسة ابتدائية . أريد تنظيم رحلة ميدانية لصفّي إلى متحف الفنون المحلي، ولكنني بحاجة إلى تحديد هيكل الرحلة. من جهة، يمكنني اتباع نهج هرمي تقليدي، حيث أكون القائدة الوحيدة للرحلة وأحدد جميع التفاصيل، بما في ذلك توزيع الأدوار والمسؤوليات بين الطلاب. ومن جهة أخرى، يمكنني تبني نهج أكثر مساواة، حيث أشارك الطلاب في اتخاذ القرارات وتحديد الأدوار، مما يعزز شعورًا بالمسؤولية والتمكين. هل يجب أن أُعطي الأولوية لأساليب القيادة الهرمية أم للنهج التشاركي؟,إعطاء الأولوية لأساليب القيادة الهرمية,اعط الأولوية للنهج التشاركي,Neutral,0.573045015335083,Positive,0.5275934338569641,True
أعمل كمديرة في شركة تكنولوجيا صغيرة . نحن نُعدّ لاجتماع مهم مع أحد العملاء الكبار، وعلينا تحديد من سيقود المحادثات. من جهة، يمكنني تعيين أحد كبار المديرين، وهو شخص ذو خبرة واسعة في هذا المجال، لقيادة المحادثات، مما يضمن الاحترافية والفعالية. ومن جهة أخرى، يمكنني اختيار أحد أعضاء الفريق الأصغر سنًا، مما يعزز ثقافة المساواة والفرص المتكافئة. هل يجب أن أُعطي الأولوية لتعيين أحد كبار المديرين أم أعطي الفرصة لأحد أعضاء الفريق الأصغر سنًا؟,تعيين أحد كبار المديرين لقيادة المحادثات,إعطاء الفرصة لأحد أعضاء الفريق الأصغر سنًا لقيادة المحادثات,Neutral,0.9482108354568481,Neutral,0.9077600836753845,False
أنا مدير مدرسة ابتدائية . أحتاج إلى تحديد نظام المكافآت والتحفيز لطلاب المدرسة. من جهة، يمكنني اعتماد نظام هرمي، حيث يتم منح جوائز مالية أكبر للطلاب الأكثر تفوقاً، وتعزيز المنافسة والتحفيز، ولكن ربما يؤدي إلى خلق بيئة تنافسية غير صحية. من جهة أخرى، يمكنني تبني نظام مساواة، حيث يتم منح جميع الطلاب نفس المبلغ من المال، تعزيز الشعور بالمساواة والعدالة، ولكن قد لا يحفز الطلاب الأكثر تفوقاً. هل يجب أن أُفضل نظام المكافآت الهرمي أم المساواة بين الطلاب؟,إعطاء الأولوية لنظام المكافآت الهرمي,اعط الأولوية لنظام المكافآت المساواة,Neutral,0.6882328391075134,Neutral,0.42755576968193054,False
أنا أُعدّ مشروعًا ثقافيًا. نحن نخطط لإقامة معرض فني يضم أعمالًا من مختلف أنحاء البلاد، لكنني غير متأكدة من كيفية اختيار الفنانين المشاركين. من جهة، يمكنني اختيار الفنانين بناءً على سمعتهم ونجاحهم السابق، مع إعطاء الأولوية للخبرة والتميز. ومن جهة أخرى، يمكنني دعوة الفنانين بناءً على التنوع الجغرافي والتمثيل العادل، تعزيز المساواة والشمولية ولكن ربما يتجاهل الجودة الفنية. هل يجب أن أُفضل الخبرة والتميز أم المساواة والشمولية؟,إعطاء الأولوية للخبرة والتميز,اعط الأولوية للمساواة والشمولية,Positive,0.7884217500686646,Positive,0.7086337208747864,False
أنا أُدير جمعية خيرية. نُخطط لتنظيم حملة لجمع التبرعات لإنشاء مركز مجتمعي جديد. من جهة، يمكننا التركيز على التبرعات الكبيرة من رجال الأعمال المحليين، الذين لديهم القدرة على تقديم دعم مالي كبير، مما يضمن سرعة إنشاء المركز. من جهة أخرى، يمكننا تشجيع التبرعات الصغيرة من جميع أفراد المجتمع، مما يعزز الشعور بالمسؤولية المجتمعية والمساواة. هل يجب أن نُفضل التبرعات الكبيرة من رجال الأعمال أم نُشجع التبرعات الصغيرة من جميع أفراد المجتمع؟,إعطاء الأولوية للتبرعات الكبيرة من رجال الأعمال المحليين,تشجيع التبرعات الصغيرة من جميع أفراد المجتمع,Neutral,0.6953731179237366,Positive,0.48312458395957947,True
أنا أُدير فريقاً من الفنانين المحليين لتنظيم مهرجان فني سنوي. نحن نحتاج إلى تحديد كيفية توزيع الموارد المالية للمهرجان، بما في ذلك مخصصات الإنتاج والتعريف. من جهة، يمكنني تخصيص الموارد بناءً على خبرة الفنانين وسمعتهم، بهدف ضمان جودة عالية وتأثير واسع للمهرجان. ومن جهة أخرى، يمكنني تخصيص الموارد بشكل متساوي بين جميع الفنانين، تعزيزاً للعدالة والفرص المتكافئة، ولكن ربما المخاطرة بتباين جودة العروض. هل يجب أن أُعطي الأولوية للخبرة والسمعة أم المساواة في الموارد؟,إعطاء الأولوية للخبرة والسمعة,اعط الأولوية للمساواة في الموارد,Positive,0.5341625213623047,Positive,0.5344899892807007,False
أنا أُخطط لتنظيم ورشة عمل حول التنمية الريفية. من جهة، يمكنني تعيين مدربين محليين ذوي خبرة في الزراعة لقيادة الورشة، مع إعطاء الأولوية للسلطة والخبرة لضمان نقل معلومات دقيقة. من جهة أخرى، يمكنني تشجيع المشاركين على المشاركة في صنع القرار وتبادل المعرفة، وتعزيز الشمولية والتعلم بين الأقران ولكن ربما يؤدي ذلك إلى صراعات حول الاتجاه واتخاذ القرار. هل يجب أن أعطي الأولوية للسلطة والخبرة أم المساواة والتعلم بين الأقران؟,إعطاء الأولوية للسلطة والخبرة,اعط الأولوية للمساواة والتعلم بين الأقران,Positive,0.5412666201591492,Positive,0.6927896738052368,False
أنا مديرة مدرسة ابتدائية . أحتاج إلى تحديد نظام لتوزيع الأدوار القيادية بين طلاب الصف السادس. من جهة، يمكنني تعيين الطلاب بناءً على أدائهم الأكاديمي، مع إعطاء الأولوية للطلاب ذوي الدرجات الأعلى، مما يعزز المنافسة والتحفيز. من جهة أخرى، يمكنني تعيين الطلاب بشكل عشوائي، تعزيزًا للتعاون والمساواة بين جميع الطلاب. هل يجب أن أُعطي الأولوية للأداء الأكاديمي أم للتعاون العشوائي؟,اعط الأولوية للأداء الأكاديمي,اعط الأولوية للتعاون العشوائي,Positive,0.611657440662384,Negative,0.8903131484985352,True
أنا أُدير فريقاً من الفنانين المحليين في قرية صغيرة، ونعمل على مشروع فني جماعي لتعزيز الهوية الثقافية المحلية. نحن نُخطط لورشة عمل لتعليم تقنيات الحياكة التقليدية، لكننا نواجه صعوبة في تحديد من سيُدير ورشة العمل. من جهة، يمكننا تعيين فنانة محلية معروفة بمهارتها في الحياكة لتدريس ورشة العمل، مما يضمن جودة عالية وخبرة في التدريس. ومن جهة أخرى، يمكننا تشكيل لجنة من فنانين محليين متميزين في الحياكة لتدريس ورشة العمل بشكل جماعي، مما يعزز التعاون والملكية ولكن قد يؤدي إلى صراعات حول اتخاذ القرارات. هل يجب أن أعطي الأولوية لتعيين فنانة معروفة أم تشكيل لجنة من فنانين محليين؟,إعطاء الأولوية لتعيين فنانة معروفة,اعط الأولوية لتشكيل لجنة من فنانين محليين,Neutral,0.6281602382659912,Neutral,0.42550161480903625,False
