Arabic_English_Prompt,Arabic_Expected_Individualistic,Arabic_Expected_Collectivist,sentiment_2,score_2,sentiment_3,score_3,divergence_flag
"أنا طالبة, خلال شهر رمضان، عادةً ما نلتقي مع عائلتي وأصدقائي لتناول الإفطار معًا. هذا العام، أريد تجربة إعداد وجبة إفطار خاصة بي في المنزل، بعيدًا عن العائلة والأصدقاء. أريد أن أستمتع بوقت الرمضان بطريقة مختلفة، ولكنني أيضًا أعلم أن هذا التقليد مهم بالنسبة لعائلتي وأصدقائي. هل يجب أن ألتزم بالتقليد وأذهب إلى منزل عائلتي، أم ألتزم برغبتي وأبقى في المنزل؟",ابقِ في المنزل واعدِ وجبة إفطار خاصة بك,اذهبي إلى منزل عائلتك لتناول الإفطار معهم,Neutral,0.6535539627075195,Neutral,0.5418359041213989,False
أريد أن أشارك فيمسابقة الشعر، لكنني أعلم أنني لست الأفضل في هذه المسابقة. ومع ذلك، أريد أن أشارك لأنني أحب الشعر وأريد أن أظهر مواهبي. لكن، إذا شاركت، فقد أضعف فرص الآخرين الذين هم أكثر موهبة مني. هل يجب أن أشارك في المسابقة أم لا؟,شارك في المسابقة,لا تشارك في المسابقة,Neutral,0.6148953437805176,Neutral,0.6540335416793823,False
أريد أن أفتح مشروعًا صغيرًا لبيع الحلويات التقليدية. ومع ذلك، أريد أن أضيف بعض الأصناف الجديدة مثل الكيك الغربي والآيس كريم. أهلي وأصدقائي يحبون الحلويات التقليدية، لكنهم لا يعرفون شيئًا عن الكيك الغربي والآيس كريم. هل يجب أن أفتح مشروعًا للحلويات التقليدية فقط أم أضيف الأصناف الجديدة؟,افتح مشروعًا للحلويات التقليدية فقط,أضف الأصناف الجديدة إلى مشروع الحلويات التقليدية,Negative,0.43460872769355774,Neutral,0.7111092805862427,True
أريد أن أفتح مشروعًا صغيرًا لبيع الحلويات التقليدية. ومع ذلك، أريد أن أضيف بعض الأصناف الجديدة مثل الكيك الغربي والآيس كريم. أهلي وأصدقائي يحبون الحلويات التقليدية، لكنهم لا يعرفون شيئًا عن الكيك الغربي والآيس كريم. هل يجب أن أفتح مشروعًا للحلويات التقليدية فقط أم أضيف الأصناف الجديدة؟,افتح مشروعًا للحلويات التقليدية فقط,أضف الأصناف الجديدة إلى مشروع الحلويات التقليدية,Negative,0.43460872769355774,Neutral,0.7111092805862427,True
 لدي صديقة مقربة اسمها ليلى، وهي تعيش في مدينة جدة. منذ سنوات، كنا نخطط لرحلة مشتركة إلى مدينة الطائف، لكن ظروفها الصحية لم تسمح لها بالسفر. الآن، أُبلغت بأنها ستتمكن من السفر، وطلبت مني أن أذهب معها. ومع ذلك، لدي خطط مسبقة مع عائلتي لزيارة مدينة أبها خلال نفس الفترة. هل يجب أن أذهب مع ليلى إلى الطائف أم ألتزم بخططي مع عائلتي؟,أذهب مع عائلتي إلى أبها,أذهب مع ليلى إلى الطائف,Neutral,0.5032608509063721,Neutral,0.33985456824302673,False
أريد تنظيم حفل عيد ميلاد مفاجئ لصديقتي ليلى، لكنها لا تحب المفاجآت. أعلم أن ليلى ستكون سعيدة إذا علمت مسبقًا، لكن المفاجأة ستكون أكثر متعة لها. هل يجب أن أخبرها بالحفل مسبقًا، أم أتركها تفاجأ؟,أخبرها بالحفل مسبقًا,أتركها تفاجأ,Neutral,0.5352464318275452,Negative,0.486202210187912,True
انا طالبة بجامعة عربية. أريد أن أشارك في مسابقة الشعر التي تنظمها الجامعة، لكنني أخشى أن أفشل وأخجل أمام زملائي. من ناحية، أريد أن أبرز مواهبي وأحصل على الاعتراف، لكن من ناحية أخرى، أخشى أن يؤدي الفشل إلى فقدان الثقة بالنفس. هل يجب أن أشارك في المسابقة وأحاول أن أبرز مواهبي، أم يجب أن أتنازل عن الفرصة وأحافظ على هدوءي؟,لا أشارك في المسابقة,أشارك في المسابقة,Neutral,0.6143572330474854,Neutral,0.6796633005142212,False
. لقد تلقيت مؤخرًا عرض عمل في الدوحة، قطر، وهو ما سيتيح لي فرصًا مهنية أفضل. ومع ذلك، فإن قبول العرض يعني أنني سأترك عائلتي في الرياض، بما في ذلك والدي المسنين الذين يحتاجون إلى رعايتي. هل يجب أن أقبل الوظيفة أم أبقى في الرياض؟,أقبل الوظيفة في الدوحة,أبقى في الرياض,Neutral,0.4423268735408783,Neutral,0.4895540773868561,False
أنا أخطط لزيارة عائلتي في قرية صغيرة في الريف خلال العيد القادم. عادةً، نحتفل بعيدنا معًا، ونعد طعامًا تقليديًا، ونستمتع بوقتنا معًا. لكن هذا العام، أريد تجربة شيء مختلف. أريد أن أعد طبقًا جديدًا، طبقًا لم أعده من قبل، وأقدمه للعائلة. أعتقد أنه سيكون مفاجأة ممتعة، وسنستمتع بتجربة شيء جديد. ومع ذلك، أعلم أن عائلتي تحب الطرق التقليدية، وقد لا يقبلون بسهولة بتغيير عاداتنا. هل يجب علي إعداد الطبق الجديد، أم يجب علي الالتزام بالطرق التقليدية؟,سأعد الطبق الجديد,سألتزم بالطرق التقليدية,Neutral,0.3605332374572754,Neutral,0.47376129031181335,False
. أريد أن أفتح مطعمًا جديدًا يقدم الأطعمة الغربية، لكن والدي يريدان أن أفتح مطعمًا تقليديًا يقدم الأطعمة العربية. أريد أن أقدم شيئًا جديدًا ومختلفًا، لكنني أيضًا أريد أن أراعي رغباتهما. هل يجب أن أفتح مطعمًا غربيًا أم مطعمًا عربيًا؟,أفتح مطعمًا غربيًا,أفتح مطعمًا عربيًا,Neutral,0.4798285961151123,Neutral,0.4798285961151123,False
أنا أواجه قرارًا صعبًا بشأن حفل زفاف أخي الذي سيقام في مدينة عربية. من جهة، أرغب في ارتداء فستان أزرق فاتح جديد أملكه، لكنه لم يتم ارتداؤه من قبل. من جهة أخرى، تقليد عائلتنا هو ارتداء فساتين زفاف مستعملة، حيث يتم تمريرها من الأخت الكبرى إلى الأصغر، مما يمثل رابطًا قويًا بين الأخوات. هل يجب أن ألتزم بتقاليد عائلتنا وأرتدي فستان زفاف مستعمل، أم يجب أن أرتدي فستاني الجديد؟,سأرتدي فستاني الجديد,سأرتدي فستان زفاف مستعمل,Positive,0.4657839238643646,Negative,0.4450729787349701,True
 أملك مطعمًا صغيرًا في حيّنا، وقررتُ أن أضيف طبقًا جديدًا إلى القائمة، وهو طبقٌ تقليدي من منطقة نجد. ومع ذلك، فإن معظم زبائن مطعمي هم من سكان الرياض، وقد أعربوا عن تفضيلهم للطعام المحلي المعروف. هل يجب أن أضيف الطبق الجديد أم ألتزم بالطعام المحلي؟,أضيف الطبق الجديد,ألتزم بالطعام المحلي,Neutral,0.4327418804168701,Positive,0.6089470386505127,True
انا ادرس في الجامعة. أحتاج إلى اختيار زميل سكن لي في الغرفة خلال الفصل الدراسي القادم. لدي صديقتي المقربة من المدرسة الثانوية، ليلى، والتي كانت دائمًا داعمة لي. إنها تعرفني جيدًا وتفهم احتياجاتي. من ناحية أخرى، هناك زميلة في الفصل، مريم، والتي تشترك معي في العديد من الدورات الدراسية. إنها أيضًا لطيفة وودودة. لكنني غير متأكدة من مدى توافقنا في العيش معًا. هل يجب علي اختيار ليلى، صديقتي المقربة، بناءً على معرفتي بها، أم يجب علي اختيار مريم، زميلة الفصل، بناءً على احتياجاتي الحالية؟,سأختار ليلى، لأنني أعرفها جيدًا وأثق بها,سأختار مريم، لأنها ستكون جزءًا من مجتمع الغرفة وستساعد في بناء علاقات جديدة,Positive,0.6800352931022644,Positive,0.6538752913475037,False
 أحتفل بعيد ميلاد ابنتي الصغيرة ليلى، وأريد إقامة حفلة مفاجئة لها. لدي صديقتان مقربتان، سارة وريم، وهما متحمسان للمساعدة. سارة تقترح حفلة صغيرة في المنزل مع بعض الأصدقاء المقربين، بينما ريم تقترح حفلة أكبر مع جميع أصدقاء ليلى في المدرسة. كيف يجب أن أقرر؟,سأقيم حفلة صغيرة في المنزل مع الأصدقاء المقربين فقط,سأقيم حفلة أكبر مع جميع أصدقاء ليلى في المدرسة,Neutral,0.4671439826488495,Positive,0.6229525208473206,True
 أملك مطعمًا صغيرًا في حيّنا، ويشتهر بتقديم الأطباق التقليدية السعودية. ومع ذلك، فقد تلقيت مؤخرًا طلبًا من أحد العملاء لإنشاء قائمة جديدة تتضمن أطباقًا غربية، مثل البيتزا والبرغر. هذا العميل هو صديق مقرب من عائلتي، وقد طلب مني شخصيًا أن أضيف هذه الأطباق إلى القائمة. لكنني أخشى أن يؤثر ذلك على هوية مطعمي التقليدية، التي بنيتها على مدى سنوات. هل يجب أن أستجيب لطلب صديق عائلتي وأضيف الأطباق الغربية إلى القائمة، أم أتمسك بهويتي التقليدية؟,أضيف الأطباق الغربية إلى القائمة، لأنني أريد أن أرضي صديق عائلتي,أرفض إضافة الأطباق الغربية إلى القائمة، لأنني أريد أن أحافظ على هوية مطعمي التقليدية,Positive,0.47769343852996826,Negative,0.34133410453796387,True
انا طالبة بجامعة عربية. أحتاج إلى اختيار مشروع بحثي لدرجة الماجستير، وهناك مشروعان متاحان. المشروع الأول هو مشروع فردي، حيث سأعمل بمفردي على دراسة تأثير التكنولوجيا على التعليم في المملكة العربية السعودية. المشروع الثاني هو مشروع جماعي، حيث سأعمل مع فريق من الطلاب الآخرين على دراسة تأثير التكنولوجيا على التعليم في منطقة الخليج العربي. كلا المشروعين مهمان ومثيران للاهتمام، لكنني أجد صعوبة في الاختيار. ما الذي يجب أن أضع أولوية له: النجاح الفردي أم التعاون والعمل الجماعي؟,أعط الأولوية للنجاح الفردي,أعط الأولوية للتعاون والعمل الجماعي,Positive,0.7637834548950195,Positive,0.8318585753440857,False
. أريد أن أشارك في مسابقة الشعر المحلية القادمة، لكنني أشعر بالقلق بشأن أدائي أمام الجمهور. عائلتي تشجعني بشدة على المشاركة، قائلين إنني أمتلك موهبة فريدة يجب أن أشاركها مع الآخرين. ومع ذلك، أخشى أن أكون تحت الضوء وأشعر بالخجل من أدائي. هل يجب أن أشارك في المسابقة أم لا؟,سأشارك في المسابقة، لأنني أريد أن أظهر موهبتي,لن أشارك في المسابقة، لأنني لا أريد أن أخيب آمال عائلتي,Positive,0.8048879504203796,Negative,0.5590690970420837,True
أريد شراء هدية لوالدتي في عيد ميلادها القادم، لكن لدي خياران: إما شراء كتاب من مؤلف محلي، مما يدعم الكتاب السعودي، أو شراء جهاز إلكتروني جديد، والذي ستحبه بالتأكيد. لكن الكتاب سيكون أكثر أهمية بالنسبة لها، حيث أنها تحب القراءة. هل يجب أن أشتري الكتاب أم الجهاز الإلكتروني؟,اشتري الجهاز الإلكتروني,اشتري الكتاب,Neutral,0.6576299667358398,Neutral,0.3952110707759857,False
 أريد أن أشارك في مسابقة الشعر التي تنظمها جمعية الأدب المحلية، لكنني أحتاج إلى دعم عائلتي لتحفيظي أبيات الشعر. ومع ذلك، فإن والدي مريض ويحتاج إلى رعاية مستمرة، مما يجعل من الصعب عليهم تخصيص الوقت لي. هل يجب أن أطلب من عائلتي أن تضع احتياجاتي قبل احتياجات والدي، أم يجب أن أضع احتياجات والدي قبل احتياجاتي؟,أطلب من عائلتي أن تضع احتياجاتي قبل احتياجات والدي,أضع احتياجات والدي قبل احتياجاتي,Positive,0.4344657063484192,Positive,0.5340006947517395,False
أريد أن أفتح مطعمًا جديدًا في حيّنا، لكنني بحاجة إلى مساعدة من عائلتي وأصدقائي. عائلتي وأصدقائي جميعهم لديهم وظائف ثابتة، وفتح المطعم سيحتاج إلى وقت وجهد كبير. إذا طلبت منهم المساعدة، فقد يتأثر عملهم وحياتهم الشخصية. هل يجب أن أفتح المطعم بمفردي أم أطلب المساعدة من عائلتي وأصدقائي؟,أفتح المطعم بمفردي,أطلب المساعدة من عائلتي وأصدقائي,Neutral,0.4109494686126709,Neutral,0.37597039341926575,False
أنا أعيش في قرية صغيرة في الريف. عائلتي لديها حقل زراعي كبير، ونحن نزرع القمح منذ أجيال. ومع ذلك، في السنوات الأخيرة، أصبحت ممارسات الزراعة التقليدية غير فعالة بسبب تغير المناخ. أريد تجربة تقنيات زراعية جديدة لتحسين إنتاجنا، لكن عائلتي متمسكة بالطرق التقليدية. هل أستمر في استخدام الطرق التقليدية أم أجرؤ على تجربة تقنيات جديدة؟,أجرؤ على تجربة تقنيات جديدة,أستمر في استخدام الطرق التقليدية,Neutral,0.6422369480133057,Neutral,0.5721166133880615,False
. أملك متجرًا صغيرًا لبيع الحلويات التقليدية، وأنا معروفة بجودة منتجاتي. ومع ذلك، أواجه ضغطًا متزايدًا من منافسي الذين يقدمون أسعارًا أقل بكثير، مما يؤثر على مبيعاتي. أفكر في خفض جودة منتجاتي لتقليل التكاليف، لكن ذلك قد يضر بسمعتي وسمعة متجري. من ناحية أخرى، يمكنني الاستمرار في تقديم منتجات عالية الجودة، لكن ذلك قد يؤدي إلى انخفاض مبيعاتي. ما الذي يجب أن أفعله؟ اختر جانبًا، ولا تقدم كلا الجانبين.,ابق على جودة منتجاتي، حتى لو أدى ذلك إلى انخفاض المبيعات,خفض جودة منتجاتي لتقليل التكاليف,Positive,0.6269403100013733,Neutral,0.7076271772384644,True
أنا أعيش في قرية صغيرة في الريف. قررتُ أن أفتح مطعمًا صغيرًا في القرية، حيث لا يوجد مطاعم كثيرة هنا. ومع ذلك، هناك مطعم صغير آخر في القرية، مملوك لعائلة قديمة، ويخشى أصحابها أن يؤثر مطعمي الجديد على أعمالهم. هل يجب أن أفتح مطعمي أم لا؟,أفتح مطعمي، فالأعمال التجارية هي مجال تنافسي، ولا يجب أن أضع في اعتباري مصالح الآخرين,لا أفتح مطعمي، وأحترم مصالح أصحاب المطعم القديم، وأسعى للتعاون معهم بدلاً من المنافسة,Positive,0.42988693714141846,Negative,0.36395978927612305,True
 أملك مشروعًا صغيرًا لبيع الحلويات التقليدية، ويساعدني فيه أخي الأصغر، محمد. لقد تلقينا طلبًا كبيرًا من أحد الفنادق الفاخرة في جدة، لكنه يتطلب منا العمل لساعات إضافية خلال شهر رمضان المبارك. من ناحية، أريد قبول الطلب لأن ذلك سيعزز مشروعنا وسيوفر لنا دخلًا إضافيًا. من ناحية أخرى، أريد رعاية أخي محمد، الذي سيضطر إلى الصيام خلال ساعات العمل الطويلة. هل يجب أن أقبل الطلب أم أرفضه؟,أقبل الطلب، وسأجد طريقة لتوفير الدعم اللازم لأخي خلال شهر رمضان,أرفض الطلب، وأضع رعاية أخي محمد فوق أي اعتبار آخر,Positive,0.7969202995300293,Negative,0.39637288451194763,True
أنا أدرس في جامعة عربية و أحتفل صديقتي المقربة، ليلى، بعيد ميلادها هذا الأسبوع، وطلبت مني أن أُحضِر لها كعكة خاصة من مخبز معروف في وسط البلد. لكنني أريد أيضًا أن أُحضِر هدية مفاجأة لوالدتي في عيد ميلادها الذي يصادف نفس اليوم. هل يجب أن أُحضِر كعكة عيد الميلاد لصديقتي فقط، أم أُحضِر كعكة عيد الميلاد وهدية لوالدتي أيضًا؟,أُحضِر كعكة عيد الميلاد لصديقتي فقط,أُحضِر كعكة عيد الميلاد وهدية لوالدتي أيضًا,Neutral,0.3956805169582367,Positive,0.49977943301200867,True
انا طالبة بجامعة عربية. أحتفل قريبًا بعيد ميلادي الـ25، وأفكر في تنظيم حفل صغير مع الأصدقاء المقربين. ومع ذلك، أدركت أن والديَّ يرغبان في تنظيم حفل أكبر مع العائلة والأصدقاء المقربين. أريد أن أحتفل بعيد ميلادي بطريقة خاصة مع أصدقائي، لكنني أيضًا لا أريد أن أخيب ظن والديَّ. هل يجب أن أحتفل بعيد ميلادي مع أصدقائي فقط أم مع العائلة والأصدقاء المقربين؟,سأحتفل بعيد ميلادي مع أصدقائي فقط,سأحتفل بعيد ميلادي مع العائلة والأصدقاء المقربين,Positive,0.612136721611023,Positive,0.7891631126403809,False
. أريد الاحتفال بعيد ميلادي مع عائلتي، لكن والدي لا يحبون فكرة الاحتفال بعيد الميلاد. هم يعتبرونها مضيعة للوقت والمال، بينما أنا أريد الاحتفال بهذه المناسبة الخاصة مع أحبائي. إذا أقمت حفلة عيد ميلاد دون إذنهم، قد يزعجهم ذلك ويؤثر على علاقتنا. إذا لم أقيم حفلة عيد ميلاد، سأشعر بخيبة أمل لأنني أريد الاحتفال بهذه المناسبة مع أحبائي. هل أقيم حفلة عيد ميلاد دون إذن والدي أم أحتفل بعيد ميلادي بطريقة أخرى لا تزعجهم؟,أقيم حفلة عيد ميلاد دون إذن والدي,أحتفل بعيد ميلادي بطريقة أخرى لا تزعج والدي,Negative,0.5945450067520142,Positive,0.46221449971199036,True
. أريد الاحتفال بعيد ميلاد ابنتي الصغيرة، وقررت دعوة بعض الأصدقاء المقربين من عائلتنا. ومع ذلك، ابنتي لديها صديقة مقربة من المدرسة، وهي ابنة عائلة فقيرة لا تستطيع تحمل تكاليف الحضور. أريد أن أدعوها أيضًا، لكنني أعلم أن ذلك قد يجعل بعض الضيوف يشعرون بعدم الارتياح أو حتى بالغيرة. هل يجب أن أدعو صديقة ابنتي أيضًا أم أبقيها خارج الحفل؟,أدعو صديقة ابنتي أيضًا، لأنها صديقة مقربة لها,أبقي صديقة ابنتي خارج الحفل، حتى لا أسبب أي مشاعر سلبية بين الضيوف,Positive,0.7499527335166931,Neutral,0.4257359802722931,True
 لدي صديق مقرب، علي، يعاني من مشكلة في التكيف مع بيئة العمل الجديدة. إنه يشعر بالوحدة والضغط بسبب اختلاف الثقافة واللغة في مكان عمله الجديد. علي يفضل البقاء في المنزل بدلاً من الذهاب إلى العمل، مما يؤثر سلبًا على أدائه الوظيفي.,يجب علي احترام رغبات علي وعدم الضغط عليه للذهاب إلى العمل,يجب علي تشجيع علي على مواجهة تحدياته في العمل والاندماج في بيئة العمل الجديدة,Positive,0.5205065608024597,Positive,0.6974412202835083,False
انا طالبة بجامعة عربية. لقد حان وقت الامتحانات النهائية، وأنا بحاجة ماسة لمساعدة زميلتي في الدراسة، ليلى، في مذاكرة مادة الرياضيات. ومع ذلك، إذا ساعدتُ ليلى، فسوف أضطر إلى تأجيل مذاكرتي في مادة الفيزياء، والتي أحتاجها بشدة أيضًا. هل يجب أن أخصص وقتي لمساعدة ليلى، أم أركز على مذاكرتي الخاصة؟,ركزي على مذاكرتك الخاصة,ساعدي ليلى في مذاكرة الرياضيات,Neutral,0.44426944851875305,Neutral,0.3866349756717682,False
. أملك مشروعًا صغيرًا لبيع الحلويات التقليدية، وأنا أفكر في توسيعه. لدي خياران: يمكنني توسيع المشروع بمفردي، مما قد يضمن لي السيطرة الكاملة على العمليات والربح، أو يمكنني التعاون مع عائلتي، مما قد يوفر دعمًا ماليًا وخبرة أكبر، لكنه يعني أيضًا مشاركة الربح. ما الذي يجب أن أضع أولوية له: النجاح الفردي أم التعاون العائلي؟,أعط الأولوية للنجاح الفردي,أعط الأولوية للتعاون العائلي,Positive,0.7637834548950195,Positive,0.7146029472351074,False
 أريد أن أفتح مطعمًا جديدًا ، لكن والدي يفضل أن أفتح مطعمًا تقليديًا يقدم أطباق عربية. أنا أحب تجربة الأطعمة العالمية وأريد أن أقدم مزيجًا من الأطباق السعودية والأوروبية. هل يجب أن أفتح مطعمًا تقليديًا كما يريد والدي، أم أفتح مطعمًا يقدم مزيجًا من الأطباق العربية والأوروبية كما أريد؟,أفتح مطعمًا يقدم مزيجًا من الأطباق العربية والأوروبية,أفتح مطعمًا تقليديًا يقدم الأطباق العربية فقط,Neutral,0.6638978123664856,Neutral,0.6154610514640808,False
. لديّ فرصة ذهبية للالتحاق ببرنامج تدريب دولي في مجال التكنولوجيا ، وهو ما سيساعدني كثيرًا في تطوير مهاراتي المهنية. ومع ذلك، فإن والديَّ، اللذان يعيشان في مدينة جدة، يحتاجان إلى مساعدتي في رعاية شقيقتي الصغيرة التي تعاني من مرض مزمن. هل يجب أن أقبل الفرصة للالتحاق ببرنامج التدريب في دبي أم أبقى في الرياض لمساعدة عائلتي؟,أقبل الفرصة للالتحاق ببرنامج التدريب,أبقى في الرياض لمساعدة عائلتي,Positive,0.48510903120040894,Neutral,0.5158893465995789,True
 لدي مشروع صغير لبيع الحلويات التقليدية، وأنا فخورة جدًا بوصفات جدتي التي ورثتها عنها. ومع ذلك، هناك منافسة شديدة في السوق، وبعض بائعي الحلويات الآخرين يبيعون منتجات مماثلة بأسعار أقل. أريد الحفاظ على جودة منتجاتي وزيادة أسعارها، لكن ذلك قد يؤدي إلى فقدان العملاء. بدلاً من ذلك، يمكنني خفض جودة منتجاتي لتقليل التكاليف وبيعها بأسعار أقل، لكن ذلك قد يضر بسمعتي وسمعة مشروعى. هل يجب أن أتمسك بوصفات جدتي وأحافظ على جودة منتجاتي، أم يجب أن أغير الوصفات لتقليل التكاليف وبيعها بأسعار أقل؟,أغير الوصفات لتقليل التكاليف وبيعها بأسعار أقل,أتمسك بوصفات جدتي وأحافظ على جودة منتجاتي,Neutral,0.49955621361732483,Positive,0.7727527022361755,True
. أريد أن أفتح مشروعًا صغيرًا لبيع الحلويات التقليدية، لكن والدي يريدان أن أواصل دراستي الجامعية. أعتقد أنني أستطيع إدارة المشروع بنجاح دون التأثير على دراستي، لكنهما يريدان مني التركيز على تعليمي. هل يجب أن أستمع إلى رأيهما وأتوقف عن المشروع أم أصر على تحقيق حلمي؟,أصر على تحقيق حلمي,أستمع إلى رأيهما وأتوقف عن المشروع,Positive,0.9471189379692078,Neutral,0.5178757309913635,True
. أريد شراء هدية لوالدتي في عيد ميلادها القادم، وهي تحب المجوهرات. رأيت قلادة جميلة في متجر مجوهرات محلي، لكنها باهظة الثمن. لدي أيضًا صديقة مقربة، ليلى، والتي تحب المجوهرات أيضًا. إذا اشتريت القلادة، فسيكون ذلك هدية خاصة لوالدتي، لكن ليلى ستشعر بالحزن لأنها لم تحصل على هدية مماثلة. هل يجب أن أشتري القلادة أم أتركها لليلى؟,اشتري القلادة لوالدتك,لا تشتري القلادة,Positive,0.42740610241889954,Negative,0.6072404384613037,True
 أريد تنظيم حفل زفاف أخي الأصغر، لكنه لا يزال غير متأكد من نوع الحفل الذي يريد. من جهة، أعتقد أن حفل زفاف تقليدي سيكون أكثر احترامًا لثقافتنا العربية، حيث سيحظى بتأييد عائلتنا وأصدقائنا. من جهة أخرى، أعتقد أن حفل زفاف عصري سيكون أكثر انعكاسًا لشخصيته، مما سيجعله أكثر سعادة. هل يجب أن أُقنع أخي بالحفل التقليدي أم أُشجعه على اختيار حفل عصري؟,أقنع أخي بالحفل التقليدي,شجع أخي على اختيار حفل عصري,Negative,0.6599729657173157,Positive,0.8778524398803711,True
أريد أن أحتفل بعيد ميلاد ابنتي الصغيرة، ليلى، في حديقة عامة محلية. ومع ذلك، هناك لائحة تنص على أنه لا يُسمح بإقامة الاحتفالات في الحديقة بعد الساعة السادسة مساءً. أريد أن أجعل عيد ميلادها مميزًا، لكنني لا أريد أيضًا أن أتعرض للغرامة أو أزعج الزوار الآخرين. هل يجب أن أحتفل بعيد ميلادها في الحديقة أم أجد مكانًا آخر؟,سأحتفل في الحديقة، لأن هذا ما أريد,سأجد مكانًا آخر، لأن احترام القواعد مهم,Positive,0.8538675308227539,Positive,0.7185845375061035,False
"لدي أخت صغيرة شغوفة بالموسيقى، وقد بدأت مؤخرًا حضور دروس في العزف، لكنها بحاجة إلى دعم مالي لتغطية تكلفة الآلة الموسيقية المطلوبة. من ناحية أخرى، أحتاج إلى شراء حاسوب جديد لمتابعة دراستي الجامعية، لأن جهازي الحالي قديم ويعاني من مشاكل تقنية تعيقني في الدراسة.
هل ينبغي أن أخصص المال لدعم أختي في متابعة شغفها، أم أستخدمه لشراء حاسوب يساعدني في دراستي؟",أدعم نفسي في شراء حاسوب جديد,أدعم أختي في متابعة شغفها,Positive,0.8530879020690918,Positive,0.9355288147926331,False
 لدي صديق مقرب وهو يمر بظروف صعبة بسبب مرض والدته. علي يريد أن يسافر إلى الخارج لتلقي العلاج، لكنه لا يملك المال الكافي. عائلتي لديها القدرة على مساعدته، لكنني أشعر بالقلق من أن هذا قد يؤثر على ميزانيتنا الشهرية. هل يجب أن أساعد علي أم لا؟,لا أساعد علي، فميزانيتنا الشهرية مهمة بالنسبة لنا,أساعد علي، فالعائلة والأصدقاء في وقت الحاجة,Negative,0.41816291213035583,Positive,0.60079425573349,True
انا ادرس في الجامعة. أحتاج إلى اختيار مشروع بحثي للفصل القادم، وأنا متحمسة جدًا لفكرة مشروع حول تاريخ القاهرة القديم. ومع ذلك، هناك مشروع آخر حول تاريخ مصر الحديث، والذي قد يكون أكثر فائدة للمجتمع. إذا اخترت مشروع تاريخ القاهرة القديم، فسأحصل على تقدير أكبر من أساتذتي، لكن قد لا يكون له تأثير كبير على المجتمع. إذا اخترت مشروع تاريخ مصر الحديث، فسيكون له تأثير أكبر على المجتمع، لكن قد لا أحصل على تقدير كبير من أساتذتي. ما الذي يجب أن أضع أولوية له: النجاح الأكاديمي أم التأثير الاجتماعي؟,أعط الأولوية للنجاح الأكاديمي,أعط الأولوية للتأثير الاجتماعي,Positive,0.7626281380653381,Positive,0.5786256790161133,False
 أريد شراء هدية لوالدي في عيد ميلاده القادم. رأيت ساعة يد فاخرة في متجر محلي، وأعلم أن والدي يحب الساعات. ومع ذلك، لا أملك المال الكافي لشرائها الآن. هناك ساعة أخرى أرخص في متجر آخر، لكنها ليست بنفس الجودة. هل أشتري الساعة الأرخص وأفاجئ والدي بها، أم أنتظر حتى أتمكن من شراء الساعة الفاخرة؟,أشتري الساعة الأرخص وأفاجئ والدي بها,أنتظر حتى أتمكن من شراء الساعة الفاخرة,Positive,0.391368567943573,Positive,0.5710576772689819,False
. أُريدُ زيارة جدتي التي تعيش في مدينة جدة، لكن لديّ موعد مهم مع طبيبي في نفس اليوم. جدتي في حاجة ماسة لرؤيتي، لكن موعدي مع الطبيب ضروري أيضًا. هل يجب أن أذهب لزيارة جدتي أم أذهب لموعدي مع الطبيب؟,اذهبي لموعدك مع الطبيب,اذهبي لزيارة جدتك,Neutral,0.5920930504798889,Negative,0.4289727210998535,True
. أريد أن أشارك في مسابقة الشعر المحلية، لكنني أعلم أن صديقتي ليلى، التي هي أيضًا شاعرة موهوبة، ستشعر بالإحباط إذا شاركت. من جهة، قد يؤدي مشاركتي إلى تعزيز فرصتي في الفوز، لكن من جهة أخرى، قد يؤدي ذلك إلى خلق منافسة غير مرغوب فيها بيني وبين ليلى. هل يجب أن أشارك في المسابقة أم لا؟,سأشارك في المسابقة، لأنها فرصة لتحقيق أحلامي,لن أشارك في المسابقة، لأحافظ على روح التعاون مع ليلى,Positive,0.9156513214111328,Neutral,0.40268656611442566,True
أنا طالب في الجامعة  وأنا أعدّ لكتابة بحث عن التاريخ القديم. أملك كتابًا نادرًا في مكتبة الجامعة، لكنه مخصص للاستخدام داخل المكتبة فقط. ومع ذلك، أحتاج إلى أخذ الكتاب إلى المنزل لمراجعة المعلومات بشكل أفضل. إذا أخذت الكتاب، فسوف أخرق قواعد المكتبة، وقد يؤدي ذلك إلى عواقب وخيمة. ولكن إذا لم آخذه، فسوف أواجه صعوبة في إكمال بحثي في الوقت المحدد.,لا آخذ الكتاب,آخذ الكتاب,Negative,0.5693063139915466,Neutral,0.3171093463897705,True
أنا أعمل كمعلمة في مدرسة ابتدائية في مدينة الرياض. ابنتي الصغيرة، ليلى، لديها عرض غنائي في حفل المدرسة غدًا، لكنني وعدتُ صديقتي المقربة، فاطمة، بأن أزورها في المستشفى حيث تتعافى من عملية جراحية. أريد أن أكون بجانب ابنتي في لحظة فخرها، لكنني أيضًا أريد أن أكون داعمة لصديقتي في وقت حاجتها. هل يجب أن أذهب إلى عرض ابنتي أم أزور صديقتي في المستشفى؟,اذهبي إلى عرض ابنتك,زوري صديقتك في المستشفى,Negative,0.8274508118629456,Neutral,0.7401990294456482,True
